number,country,org
57722,RS,"ATI-KOS-AS N.SH.T ""ATI-KOS"" sh.p.k"
57721,IL,IL-FLASH Flash Networks Ltd.
57720,DK,DK-OWGROUP-AS Wrist Ship Supply A/S
57719,KW,KOTC-AS Kuwait Oil Tanker Company S.A.K.
57718,PL,"INM2-AS INM s. j. Tomasz Chomko, Mariusz Lisowski, Piotr Margol"
57717,NL,FBX-AS FiberXpress BV
57716,SK,ASSKYNET Skynet Telecom s.r.o.
57715,PL,"CAFE-NET-AS Rojek Emil ""CAFE-NET"""
57714,KW,GULF-BANK Gulf Bank Public Shareholding
57713,MD,"NEXT-AS Societatea Comerciala ""ACER-COM"" S.R.L."
57712,RU,SOFTVIDEO-AS NPF SOFTVIDEO Ltd.
57711,RU,NETLINE-LTD-AS NetLine Ltd.
57710,SK,"KOREX-AS KOREX networks, s.r.o."
57709,UA,"MBKI-AS Private joint-stock company ""International bureau of credit histories"""
57708,RU,Chepetsky-Mechanical-Plant-AS OJSC Chepetsky Mechanical Plant
57707,CZ,GREENDATA Greendata s.r.o.
57706,NL,HYBULA Hybula B.V.
57705,BG,LIFOET-AS MAXNET-2016 EOOD
57704,PS,SPEED-CLICK-LTD SpeedClick for Information Technology and Communication Ltd
57703,UA,"UP-HUB-AS LLC ""UKRAINIAN PRODUCERS HUB"""
57702,AE,Ankabut Khalifa University
57701,PL,ASMTK Myszkowska Telewizja Kablowa Sp. z o.o.
57700,RU,DEEPWEB-AS DeepCo Ltd
57699,UA,FLPTS-AS Citynet LLC
57698,IT,AS-HATHOST FEDERICO BOVE trading as HATHOST
57697,UA,tier4 Tier-4 Ltd
57696,FR,ONCLOUD Bouyges Telecom Business Solution SAS
57695,US,"MISAKA Misaka Network, Inc."
57694,FR,HARDIS-AS Hardis Groupe SAS
57693,ZZ,-Reserved AS-
57692,FI,KAPSI-AS Kapsi Internet-kayttajat ry
57690,UA,INTERPHONE-AS INTERPHONE GROUP LLC
57689,SA,RASHED-ALRASHED-AS Rashid Abdul Rahman Al Rashid & Sons Co.
57688,GB,BT-PSN-AS British Telecommunications PLC
57687,IR,"persiantools Abzarhaye Farsi Shabakeh Co.,LTD."
57686,UA,"Dobrobut-AS Company ""Dobrobut"" Association for Students, PhD Students and Doctors National Technical University"
57685,NL,Trans-iX Trans-iX B.V.
57684,DE,WBW-AS Wasserversorgung Bayerischer Wald
57683,RU,"MONITEL-AS Joint Stock Company ""Monitor Electric"""
57682,UA,HVDS-AS TOV HOST VDS
57681,RU,ASN-MGTS-USPD2 PJSC Moscow city telephone network
57680,RU,"LOKOMOTIV Joint Stock Company ""Football Club ""LOKOMOTIV"""
57679,RU,TRK-TONUS-AS TRK Tonus LLC
57678,HK,CATTECHNOLOGIES-AS Cat Technologies Co. Limited
57677,ES,"SINTELEC SINTELEC INFORMATICA, S.L."
57676,CH,AET Azienda elettrica ticinese
57675,AZ,SEANET Seabak LLC
57674,BG,NETERRAIP-ASN Neterra Ltd.
57672,GB,DJA-ASN Daniel James Austin
57671,RU,ASTPK JSC Oil Processing Company
57670,UA,"ASOPENWAY ""OPENWAY"" LLC."
57669,TR,Nrp-Teknoloji-DDOS-Protection Nrp Teknoloji Limited Sirketi
57668,RO,EUROLIFE-AS EUROLIFE FFH ASIGURARI DE VIATA S.A.
57667,DE,UPTIME-IT-01 Uptime IT GmbH
57666,IL,Kupat-Holim-Clalit Kupat-Holim-Clalit
57665,PL,EVIO-PL Horyzont Technologie Internetowe sp.z.o.o.
57664,FI,FSOL-AS-SOUTH F-Solutions Oy
57663,RU,RCK-AS Torgovyi dom Mashinostroitelnye zavody LLC
57662,RU,PB-SZ-AS Elitel Telecom Group Ltd
57661,RU,Deil-AS Deil Ltd.
57660,NO,COM4-AS Com4 AS
57659,ZZ,-Reserved AS-
57658,RU,"AUTOASSISTANCE Joint Stock Company ""AUTOASSISTANCE"""
57657,HU,NICOM-AS Nicom Wireless Kft.
57656,ES,ALTIA-AS ALTIA CONSULTORES S.A.
57655,RU,"RUNTIME-AS LLC ""RUNTIME"""
57654,FR,JAGUAR-PMS-AS Free Pro SAS
57653,GB,CTL-AS Central Technology Ltd
57652,RU,"ZELTELECOM-AS OOO ""Zeltelecom"""
57651,CH,COHPROG CohProg Sarl
57650,GB,NOMIOS-ASN Nomios UK&I Limited
57649,RU,"GAZPROM-MEDIA-HOLDING JSC ""GAZPROM-MEDIA-HOLDING"""
57648,DE,civey-gmbh-de Civey GmbH
57647,RO,BAUPARTNER-AS Baupartner S.R.L.
57646,RO,ALEF-AS Alef Distribution RO SA
57645,RU,LICARD-AS OOO LICARD
57644,LU,GhiShin GhiShin S.A.
57643,PL,AIRCITY-NET AirCity Krzysztof Janukowicz
57642,FR,ADENCF-AS Figaro Classifieds SA
57640,RO,CHROOT-NETWORK Chroot Network SRL
57639,RU,NETPLUS-AS OOO NETPLUS
57638,NL,TARQ Yielder IT & Communications Solutions East BV
57637,RU,GOVKHABARK Government of the Khabarovsk Krai
57636,ZZ,-Reserved AS-
57635,RO,BLUE-LOGIC-AS BLUE LOGIC SRL
57634,BG,SKAT-POPOVO-AS SKAT POPOVO Ltd.
57633,FR,TERANET2 CELESTE SAS
57632,DE,ELCH Gregor Radtke
57631,RU,VMB-ROSTOV-AS Smart Telecom Limited
57630,SE,AS-84GRAMS 84 Grams AB
57629,RU,IVI-RU LLC IVI.RU
57628,RU,CFT-MSK-AS JSC Center of Financial Technologies
57627,RU,ASILBIT Ilbit Telecom Ltd.
57626,NL,E-Zorg E-Zorg B.V.
57625,IR,EGRK Pardazeshgaran Almas Pasargad Co. Pjs
57624,GB,BeeksFX Beeks Financial Cloud Ltd
57623,SI,AGENDA AGENDA komunikacijski in informacijski inzeniring d.o.o.
57622,BG,AUTOPLUS-AS AUTO PLUS BULGARIA JSC
57621,TR,Bursabil Bursabil Teknoloji A.S.
57620,RU,AS_TISERVICE JSC Avantel
57619,BG,VDC-AS Varna Data Center EOOD
57618,DE,JI-AS JIntelligence GmbH
57617,NL,ivm2 Ivent Mobile bv
57616,UA,WEBCRAFTFOUND-AS Webcraft Found LLC
57615,RU,ispnet-me Rusinvesttelecom Ltd
57614,RU,Balabanovo-AS Individual Entrepreneur Syomka Dmitry Igorevich
57613,PL,ESNET Piotr Lewandowski trading as ESNET S.C.
57612,UA,VIPLAN ISP VIPLAN LLC
57611,RO,ROMGAZ-AS SOCIETATEA NATIONALA DE GAZE NATURALE ROMGAZ SA
57610,TR,ASN-LNWSERVERS YSR Bilisim Teknolojileri Telekomunikasyon Internet ve Danismanlik Hizmetleri Tic. Ltd. Sti.
57609,RU,KELLOGG-RUS-AS Lubyatovo LLC
57608,PL,DGNET DG-NET SA
57607,DE,Haefele Haefele SE trading as Hafele SE & Co KG
57606,SK,"ASPROXIS Proxis, spol. s r.o."
57604,GB,VPLAB-NL VPLAB LTD
57603,UA,"TRC-CITY-AS PP ""TRC""City TV center"""
57602,SE,STATENS-JORDBRUKSVERK-ASN Statens Jordbruksverk
57601,UA,GM-AS Ministry of Defense of Ukraine
57599,UA,ISP-ONLINE-AS Private Enterprise On Line
57598,TR,XXX-ASN ALKIM BASIN YAYIN ILETISIM LTD. STI.
57597,SE,PINGDOM Pingdom AB
57596,RU,ITH-AS ITH Ltd.
57595,RS,NETLOGIC-AS Netlogic doo
57594,PL,"FAN-TEX ""FAN-TEX"" Aleksander Grzegorz HIRSZTRITT"
57593,PL,PSG-AS-TA Polska Spolka Gazownictwa SP. Z O.O.
57592,PL,HENET-AS Syrion Sp. z o.o.
57591,FR,ALPHASYSTEM-AS Alpha system SARL
57589,RU,ESUPPORT-AS Equipment Support Ltd.
57588,IQ,HAYAT-ISP-ASN Hayat for Internet & communication LLC
57587,RU,"ASINTEGSETISVYAZI ""INTEGRATED COMMUNICATION NETWORKS"" LLC"
57586,GB,VENSERVE-AS TOURLINK ORGANIZATION LLP
57585,AE,mahara Al-Mahara Trading FZCO
57584,FR,NEXTRADIOTV Next Radio TV SAS
57583,RU,ASVASHNET IP Shefer Vitaliy Vyacheslavovich
57582,UA,ASAIRNET AirNet Ltd.
57581,FR,STREEEMING Streeming SAS
57580,RU,"SRCI-MID-RF-AS Federal State Budgetary Institution ""Research Center for Information of the Ministry of Foreign Affairs of the Russian Federation"""
57579,RU,STAVROPOLSTROYOPTORG Joint-Stock Company KPK Stavropolstroyoptorg
57578,US,"MISAKA-CIS-AS Misaka Network, Inc."
57577,IR,Tavanir Iran Power Generation transmission & Distribution Management Co.
57576,CH,PENTAHOSTING-AS Penta SA
57575,DE,NETM-AS NETMOUNTAINS Group GmbH
57574,IR,AGRIBANK-AS Agriculture Bank PJSC
57573,RU,"greenatom JSC ""Greenatom"""
57572,RU,LESTA-AS Lesta Ltd.
57571,RU,Telekonika_ruza-AS MOZHAYSKY TELECOMMUNICATION NETWORKS LLC
57570,RU,QIWIW-AS QIWI JSC
57569,PL,ENEA-AS Enea S.A.
57568,AE,TR_Arvancloud ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C
57567,GB,DUMARCA Gamesys Ltd.
57566,SK,ASWIRCOM Wircom s.r.o.
57563,IR,MUI isfahan university of medical sciences & health services
57562,RU,PULS-KT-AS Puls-KT LLC.
57561,RU,SPATENT-AS Sojuzpatent LLC
57560,CZ,ASXLNET XLNET s.r.o.
57559,CH,Sidarion Sidarion AG
57558,IT,METIS-AS METIS S.R.L.
57557,RU,"JSC_EIRC-SPB JSC ""EIRC SPB"""
57556,PL,HYVA HYVA Polska Sp. z o.o.
57555,DE,"COMMUNITY-IX Individual Network Berlin (""IN-Berlin"") e.V."
57554,SI,"ZAVMB-DD Zavarovalnica Sava, d.d."
57553,RU,TENDENCE-AS Tendence LLC
57552,RU,ONRELA-AS Onrela LLC
57551,BG,eCm-LND1 Merkle EOOD
57550,RS,OTP-Banka-Srbija OTP Banka Srbija
57549,RU,SKS-AS SKS LLC
57548,DE,PARZELLER-AS Parzeller S + S GmbH & Co. KG
57547,SK,"ASALTERNET WIRIX, s.r.o."
57546,BG,BULINS-AS Bul Ins AD
57545,UA,"KHP-AS ""Kharkiv Palace"" Ltd"
57544,UA,ZFORT-AS Zfort LLC
57543,IR,Shabakieh Shabakieh Isfahan Co PJSC
57542,ES,NIXVAL-IXP FALBOX S.L. trading as NIXVAL
57541,RU,INTER-AS INTER LLC
57539,SK,MEGASERVER-AS eServer s.r.o.
57538,BG,PRB-AS Prokuratura-Republika-Bulgaria
57537,DE,NETDSIGN-AS Net-D-Sign GmbH
57536,PL,MICROLINK MICROLINK Laszczyk Michal
57535,RO,RTV-AS RTV Satellite Net SRL
57534,RU,ASAHMEDOV PE Ahmedov Alil Aliomarovich
57533,DE,DELTICOM-AG DELTICOM AG
57532,SI,KTVRavne Kabelska televizija Ravne d.o.o.
57531,RU,REGIONINFOCOM-AS RegionInfoCom LLC
57530,RU,"GPMRADIO ""GPM Radio""LLC"
57529,RU,GTNT-AS ZAO GTNT
57528,RU,eKassir-as Ekassir-Banking Systems LLC
57527,NL,ITWORKZ IT Workz B.V.
57526,RU,"URALNETWORKS-AS LLC ""Uralskie Seti"""
57525,IT,ASGNV GRANDI NAVI VELOCI SPA
57524,PL,WEBTEAM WEBTEAM TELEKOMUNIKACJA SP. Z O. O. SPOLKA KOMANDYTOWA
57523,HK,changway-as Chang Way Technologies Co. Limited
57522,NO,ASN-NEXTNET BAHNHOF AS
57521,CH,SIMPLYSOFT-AS Simplysoft GmbH
57520,PL,SKYLINE-AS SKYLINE NETWORK sp. z o. o.
57519,UA,Bukovel LTD Bukovel
57518,NL,RBRS-AS2 Terrence de Kat
57517,SI,POLICIJA-AS Ministrstvo za notranje zadeve
57516,LV,"MITSLV-AS SIA ""BITE Latvija"""
57515,NL,ATT AT&T Global Network Services Nederland B.V.
57514,RO,CLOUDBASE-AS Cloudbase Solutions Srl
57513,LB,MIC1-ALFA-AS Mobile interim company 1 S.A.L.
57512,RU,"SPORTMASTER OOO ""Sportmaster"""
57511,AE,ITEL-AS-NUMBER Innovative Telecom Systems FZE
57510,RU,"TSB-AS JSC ""Transstroibank"""
57509,BG,LL-Investment-Ltd L&L Investment Ltd.
57508,IS,AS-ALZA-IS Alza ehf
57507,IT,SOKOM-AS Sokom S.r.l.
57506,NO,ASN-PDMT POLITIETS IT-ENHET
57505,IT,AS-DF-FMT-RESERVED Data Felix srl
57504,NL,TELEMAGIC-AS Telemagic B.V.
57503,RU,TAXTELECOM OOO Taxtelecom
57502,CH,DOLDER-AS Dolder Hotel AG
57501,RU,UNECO-AS JSC UNECO
57500,RO,DOCENTRIS-AS DOCENTRIS SRL
57499,HR,"MMPI Ministarstvo,mora,prometa i infrastrukture"
57498,UA,SMART-M_SOLUTIONS SMART-M SOLUTIONS LLC
57497,IR,FarasoSamanehPasargad Faraso Samaneh Pasargad Ltd.
57496,CZ,PRAHA1NET-AS Praha1.net z.s.p.o.
57495,RO,BSS-ONE CONNET - RO SRL
57494,RU,ADMAN-AS Adman LLC
57493,UA,Interlink-AS PE Nikishkin Aleksandr Volodymyrovich
57492,PL,HOST4BIZ-CH Host4Biz sp. z o.o.
57491,AM,MASISNET KIM-RAY Ltd.
57490,RU,SATTEL-AS Satellite Telecom LTD.
57489,RU,"Telecom-Uslugi-AS LLC ""Telecom-Uslugi"""
57488,PL,AVENA-PL Avena Technologie Beata Szulc
57487,RU,MIXTELECOM-AS Advanced Solutions LLC
57486,RS,OPTEL-TELEKOM-AS Optel Telekom Tim d.o.o.
57485,NL,INTERPARTS Interparts Online BV
57484,RU,"KIAE-TRANSIT-AS National Research Center ""Kurchatov Institute"""
57483,GB,ICHILTON Ian Chilton
57482,RU,SMP-AS PJSC Promsvyazbank
57481,DE,Henry-Bahnasawy Henry El Bahnasawy
57480,PL,PROJECTPOL-AS Adam Siemieniako Projectpol
57479,UA,ASRIFT RIFT ltd.
57478,PL,DARNET-AS DAR.NET Sp. z o.o.
57477,GB,monsternet Monsternet Highland Ltd
57476,PL,TVKNET-AS P.P.H.U A&K Chamerlinscy s.j.
57475,SK,LIGHTSTORM-SERVICES-SK-AS LightStorm Services s.r.o.
57474,IR,Nazhin Nazhin Sepahan IT and data processing plc
57473,GE,"EMIS-AS Education Managment Information System ""EMIS"""
57472,CZ,"JRNET JR-NET, s.r.o."
57471,RU,TRANS-INTERCOM-V-AS Orbita plus Vyazma Ltd.
57470,AT,Dragon Erik Herburger
57469,IT,SWB-APB-AS Azienda Pubbliservizi Brunico
57468,FR,AZA-TELECOM AZA TELECOM SAS
57466,KZ,ETS-AS Eurasian Trade System Commodity Exchange OJSC
57465,CH,HiHo-Win exaSys AG
57464,RO,ADI-COM-SOFT-AS ADI COM SOFT SRL
57463,BG,NetIX NetIX Communications JSC
57461,IR,ErtebatatDoorbord Poshtkar Rayaneh Kharg Company PJS
57460,UA,ASLINKNET PE Scherban Evgeniy Aleksandrovich
57458,SA,GAMA Global Arabian For Modern Applications LTD.
57457,IR,asan-as Asan Pardakht Persian Co. LTD
57456,RU,INTEK-MYTISCHI-AS Intek-Mytischi LLC
57455,UA,Filanco-LTD-UA Filanco Ukraine Ltd.
57454,IT,UNICONNECT Uniconnect Srl
57452,RU,Summit-Systems-AS Summit Systems Ltd.
57451,RU,TV-MEDIA-AS SITILAYN Ltd.
57449,RU,"ARENTEL-AS LTD ""ARENTEL"""
57447,TR,DLLTEKNOLOJI DLL TEKNOLOJI VERI MERKEZI HIZMETLERI ANONIM SIRKETI
57446,RO,TELEMONT-AS Telemont Service S.R.L.
57445,GE,SPSL-AS Administration of the President of Georgia
57444,RO,"INCAS-AS INSTITUTUL NATIONAL DE CERCETARI AEROSPATIALE ""ELIE CARAFOLI"" - I.N.C.A.S SA"
57443,TJ,OSHNOGROUP-AS Oshno group LLC
57442,UA,NEWHOST-UA-AS Halyna Ivanivna Hradil
57441,UA,"METROKH Municipal Company ""Kharkov Metropolitan"""
57440,NL,CleverEnable CleverEnable B.V.
57439,CA,REDLILY-ANYCAST Red Lily Internet Incorporated
57438,RU,"KRASMED-AS Federal State Budgetary Educational Institution of Higher Education ""Krasnoyarsk State Medical University named after Professor V.F. Voino-Yasenetsky"" of the Ministry of Health of the Russian Federation"
57437,DE,TKIT-AS thyssenkrupp Information Management GmbH
57435,MT,APS-AS APS Bank P.L.C.
57434,RU,BAGIRA-AS Kompyuternaya Firma Bagira Ltd.
57433,DE,INTERCOLO-AS intercolo GmbH
57431,LV,NMPD Neatliekamas Medicinas Palidzibas dienests
57430,PL,BIX KOBA Sp. z o.o.
57429,TW,HARAGUROICHA-AS Ming-Ray Hsu
57428,MD,Intelect-AS SD Intelect SRL
57425,RU,CHELYABINSK-FOMS-AS The Chelyabinsk regional fund of Obligatory Medical insurance
57424,RU,"LINENEW-AS Limited liability company ""New Line"""
57423,NO,NEXTNETWORKS-AS Sigterm AS
57422,UA,PAVUTYNA-AS Pautina.Net LLC
57421,RU,RUSSCOMM-AS Gorset Ltd.
57420,RU,"FORATELECOM-AS LLC ""Foratelecom"""
57419,TR,LLCFlex-AS-TR FLEX TR Bilisim Sanayi Ticaret Ltd. Sti.
57418,RU,ASGENERALTEL VIP-TELECOM LLC
57417,GB,WHOOZ-IX-AS Whooz Entertainment Ltd
57415,UA,"R-TEL-AS ""R-TEL"" LLC"
57414,SK,EUSTREAM-AS eustream as
57411,RU,NOVOTEHNIKS-AS Novotehniks LLC
57410,RU,"M-BECON-AS ZAO ""Mordovsky Bekon"""
57409,NL,Frankfurt-Exchange Broadband Hosting B.V.
57408,GB,REED-SMITH-EU-ASN Reed Smith LLP
57407,DE,CKSOFT CK Software GmbH
57406,US,Zero-Distance Zero Distance LLC
57405,IR,"MIHAN-NOC2 MIHAN COMMUNICATION SYSTEMS CO.,LTD"
57404,PL,COMAX F.H.U.COMAX RYSZARD TECZA
57403,RO,HAZI HFM S.R.L
57402,BE,GWCOMMS-EU-BB Gateway Communications
57401,TW,"OFTEIN-AS TSAI, PANG-WEI"
57400,NL,INTERVIA-AS Van Veen Beheer B.V.
57399,DE,PathConnect PathConnect GmbH
57397,TR,SPEX SPEX YAZILIM VE SIBER GUVENLIK HIZMETLERI ANONIM SIRKETI
57396,RU,ASIZBERBASH Aliev Magomed Kadievich
57395,DE,HARTL-EDV-AS synaforce GmbH
57394,IT,EPIC-NETWORKS-AS EPIC NETWORKS S.R.L.
57393,RU,VIVA-AS Viva LLC
57392,RO,ONLINESHOP-AS ONLINESHOP SRL
57391,IR,Laser-IDC Laser Company Ltd
57390,FI,SETERA-INTERNATIONAL Setera Oy
57389,HU,ZT-HU ZNET Telekom Zrt
57388,AL,IBC-AS I.B.C - Telecom Sh.p.k.
57387,IR,IRPOST-MAZANDARAN Islamic Republic of Iran Post PJSC
57386,IR,IRPOST-S-Khorasan Islamic Republic of Iran Post PJSC
57385,IR,IRPOST-GILAN Islamic Republic of Iran Post PJSC
57384,UA,ASNETLINK NETLINK Ltd.
57383,RU,ASTERRANET FLP Sidorenko Aleksandr Aleksandrovich
57382,TK,TK1 Telecommunication Tokelau Corporation Teletok
57381,NO,FNUTT Daniel Husand
57380,RU,TELENET-AS TeleNet LLC
57379,LV,"RK-AS RP SIA ""Rigas Satiksme"""
57378,RU,"ROSTOV-AS JSC ""ER-Telecom Holding"""
57377,GB,LONDON-BOROUGH-OF-MERTON LONDON BOROUGH OF MERTON
57376,DE,INGENIT Marc-Christian Schroeer trading as 'ingenit GmbH & Co. KG'
57375,RU,VN VillaNet LLC
57374,MK,GIV-AS Company for communications services A1 Makedonija DOOEL Skopje
57373,FR,ESIEA-PEDAGO Groupe ESIEA Association declaree
57372,RU,COMTELCO-AS OOO Comtelco
57371,RU,MASSNET-AS Mass-Net LLC
57370,CH,WINGO Swisscom (Schweiz) AG
57369,US,CLOUDIE-NETWORKS-LLC - Cloudie Networks LLC
57368,RU,"SST-AS Limited Liability Company "" SSTinvest"""
57367,PL,ECO-ATMAN-PL Atman Sp. z o.o.
57366,IR,IRPOST-Esfahan Islamic Republic of Iran Post PJSC
57365,ES,Numintec Numintec Comunicaciones S.L.
57364,RU,KMARUDA-AS JSC Kombinat KMAruda
57363,RU,CDNvideo-AS CDNvideo LLC
57361,UA,STARNET-ASN Starnet Networks Ltd.
57360,PL,NOMINO-PL Nomino Sp. z o.o.
57359,FI,PYHANET-AS Pyhanet Oy
57358,DE,IMT-SYSTEMS IMT-Systems GmbH
57357,ZZ,-Reserved AS-
57356,GB,HIGHNET-AS Highland Network Ltd
57355,PL,netdesign-zone networkers.pl Sp. z o.o.
57354,RU,SYSTEMA-AS SYSTEMA Ltd
57353,DE,VITROCONNECT-AS vitroconnect GmbH
57352,RU,ROSSIYA-SEGODNYA Federal State Unitary Enterprise Rossiya Segodnya International Information Agency
57350,PT,EUROPEAN-MARITIME-SAFETY-AGENCY-AS European Maritime Safety Agency
57349,UA,DEPS-AS DEPS INVEST LLC
57348,FR,OXYA Oxya FRANCE SA
57347,DK,DK-ETARG-ASN eTarg Media ApS
57346,FR,BtoB-Hotels B&B Hotels SAS
57345,DE,Mabanaft MB Energy GmbH
57344,BG,TELEHOUSE-AS Telehouse EAD
57343,IT,DIGIMAT-AS Digimat S.P.A.
57342,DE,NETZNUTZ NetzNutz GmbH
57341,UA,"FSC-UA-AS FINANCIAL COMPANY ""FINANCIAL SOLUTIONS CENTER"" LTD"
57340,MK,INTERSPACE-ASN INTERSPACE DOOEL Skopje
57339,RU,TAN-AS TAN Ltd.
57338,DE,FLORIANELKE Florian Elke
57337,ES,VRT-AS VR Telecom SL
57335,NL,AS-CLUE Predicted Paths BV
57334,RU,"SATS-AS SPB State Unitary Enterprise ""ATS Smolnogo"""
57333,RU,ASKASPIYTELEKOM KaspiyTelekom Ltd.
57332,PL,"TOM-NET-AS TOM-NET s.c. Dariusz Koper, Radoslaw Koper"
57331,BY,"NIKS-AS Republican Unitary Enterprise Research and Development ""Center of Information Resources and Communications"""
57330,CN,"SharkNetwork Sichuan Giraffe Technology Co., Ltd."
57329,IT,CDP-SPA Centro di Produzione Spa
57328,DE,DDIX-RS BCIX Management GmbH
57327,SE,FOILHAT-ANYCAST IP Excess AB
57326,RO,ASN-Infotreat Infotreat SRL
57325,NL,AS204765 123Telcom BV trading as Partell
57324,IQ,GCCIT Al Lawn Al Akhdar International Company for Communications and Information Technology Ltd.
57323,RU,"ASKUBANOPTPRODTORG CJSC ""Kubanoptprodtorg"""
57322,MT,RO-YOUWOWME Nobel Group Limited
57321,PL,AMINET AMINET WOJTAS MACIEJ
57320,ZZ,-Reserved AS-
57319,RU,"TANDER-AS JSC ""Tander"""
57317,DE,SERVERMEILE-AS Servermeile GmbH
57316,RO,MEDCO-ASnumber MED.CO (MEDICAL COMPANY) SRL
57314,RU,PKI-AS PKI LLC
57313,FI,puustelli Puustelli Group Oy
57312,RU,ESOFT-AS E.Soft Ltd.
57311,UA,NEOHOST-AS ADMINS UA LLC
57310,FR,ISONYS ISONYS SAS
57309,RU,AksaTel Ltd OnLine
57307,GB,BLAZE-NETWORKS Communicate Technology LTD
57306,RU,WEBPRIMEGROUP-AS Rambler Internet Holding LLC
57305,PL,COMARCH-AS Comarch S.A.
57304,RU,"RETNRU-AS JSC ""RetnNet"""
57303,RU,LUIS-SEVERO-ZAPAD-AS VektorTech Ltd.
57302,TR,mernet mernet internet hizmetleri elektronik esya ithalat ihracat sanayi ve ticaret limited sirketi
57300,IT,CORIXL Comuni Riuniti XL s.r.l.
57299,RO,MILICRON-AS MILICRON RESEARCH SRL
57298,IR,Pouyasazan Pouyasazan Fanavari-ye Ettela'at LLC
57297,FR,RTM-AS REGIE DES TRANSPORTS METROPOLITAINS
57296,RU,MULTICARTA-OFC-AS MultiCarta Ltd
57295,PL,czk-mk Marcin Wlodarczak
57294,CZ,Internet_Expert_CZ Internet Expert s.r.o.
57293,AZ,ag-telecom-katv1 AG Telekom MMC.
57292,IR,"ITRC ICT Research Institute (Iran Telecommunications Research Center ""ITRC"")"
57291,SI,AJM-DOO AJM okna-vrata-sencila d.o.o.
57290,RU,MPROV-RU DK Svyaz OOO
57289,LT,"INFOSEKA UAB ""Infoseka"""
57288,CZ,"ASSTAMPI StaMPi, spol. s r.o."
57287,CZ,OTAVANET-AS OtavaNet s.r.o.
57286,ES,ASGIGAS GIGAS HOSTING S.A.
57285,UA,"UkrInfoSystems-AS LIMITED LIABILITY COMPANY ""UKRAINIAN INFOSYSTEMS"""
57284,FR,REGION-HAUTSDEFRANCE-AS Region Hauts-de-France
57283,ZZ,-Reserved AS-
57282,DE,FIBRANODE fibranode UG (haftungsbeschraenkt)
57281,RU,ASTKSSEVEROZAPAD RTT Ltd.
57280,NO,IOPS-AS Lindbak IT AS
57279,CZ,SAURONNET Sauron CZ s.r.o.
57278,KW,GIH-AS Global Investment House K.S.C.C
57277,RU,BAIKAL-IX-TRANSIT-AS LLC Zero Kilometer
57276,GB,OPTIMITY Vorboss Limited
57275,RO,CERTRO-AS DIRECTORATUL NATIONAL DE SECURITATE CIBERNETICA
57274,RU,PSCB JSC Petersburg Social Commercial Bank
57273,ZZ,-Reserved AS-
57272,RU,ASORIONSKT Orion SKT LLC
57271,RU,BITWEB-AS BitWeb LLC
57270,UA,ASKUSHNIR FOP Kushnir Aleksandr Andreevich
57269,ES,DIGISPAINTELECOM DIGI SPAIN TELECOM S.L.
57268,RU,"ASZACHITAINFO FGYP ""ZachitaInfoTrans"""
57266,US,AHLEX Alexander Huynh
57265,BE,STORYBEL STORYBEL SNC
57264,IT,OPTICONN-IT OPTICONN SRL
57263,PL,ELBONET Bogusz Tucholski and Michal Senger trading as Elbonet Sp.J.
57262,RS,"brazil Les Folies, d.o.o. Cacak"
57261,RU,YARTV-AS YarTV Ltd.
57260,CH,FERATEL-CH-AS feratel Schweiz AG
57258,PL,SWITS-AS SW IT Solutions Sp. z o.o.
57257,US,ZORINS-AS Zorins LLC
57256,LB,Pros Pros-Services S.A.R.L.
57255,PL,PLATKOM-AS Piotr Platek trading as Platkom Tele-Informatyka
57254,PL,SKANET FHU SKANET Wojciech Capek
57251,RU,Intelcom LLC Intelcom
57250,RU,RU-NET-AS Ru.Net Ltd.
57249,PL,EDGE-AS EDGE NPD
57248,SK,WISPER-AS Wisper s.r.o.
57247,DK,Motus Stratu A/S
57246,RU,WellTelecom WellTelecom LLC
57244,RU,"ASMILLENIUM OOO SP ""Millenium-Apsny"""
57243,DE,BBONE-AS BB-ONE.net GmbH
57242,UA,ASFREENET FOP Martyinchuk Aleksandr Vasilevich
57241,IR,MaskanBank Maskan Bank
57240,ZZ,-Reserved AS-
57239,PL,NoBo_Quality NoBo Quality sp. z o.o.
57238,SE,ASSCD Sheimo Scorpion Data AB
57237,BG,HEROS-AS Heros Communication Holding Ltd.
57236,ES,ES-ITEBATV-AS Juan Antonio Guerrero Gonzalez
57235,IR,ChaparRasaneh Chapar Rasaneh LLC
57234,UA,"IT-NETWORKS-CHAT-AS LLC ""IT NETWORKS CHAT"""
57233,RU,ASKOMPANON Kompanon LLC.
57232,UA,ASGNET Budko Dmitro Pavlovich
57231,LU,INNOVA-AM Innova Co S.A.R.L.
57230,IR,Ariawebco-AS Aria Web Development LLC
57229,ZZ,-Reserved AS-
57228,GB,AXIANS-UK-AS Axians Networks Limited
57227,RU,ASSUBNET05 Subnet LLC
57226,FR,Morpho-AS Idemia Identity & Security France SAS
57225,BE,florisvdk Floris van der Krieken
57224,DE,AUTO-1 reputatio AG
57223,LV,NOVA-ASN SIA NETVISION
57222,DE,HAASE-IT-AS Olaf Haase
57220,SE,VIDEOPLAZA-AS Invidi Technologies AB
57219,PL,MULTINET-AS Multinet Sp. z o.o.
57218,IR,"RighTel ""Rightel Communication Service Company PJS"""
57217,RO,GVM GVM Sistem 2003 SRL
