region,country,ip,prefixlength
afrinic,GH,129.122.0.0,18
afrinic,GH,155.12.224.0,19
afrinic,GH,156.0.128.0,19
afrinic,GH,156.0.234.0,23
afrinic,GH,156.38.96.0,19
afrinic,GH,160.226.179.0,24
afrinic,GH,164.160.132.0,22
afrinic,GH,164.160.240.0,20
afrinic,GH,192.251.202.0,24
afrinic,GH,193.108.23.0,24
afrinic,GH,193.108.28.0,24
afrinic,GH,193.194.128.0,24
afrinic,GH,196.1.118.0,24
afrinic,GH,196.3.64.0,24
afrinic,GH,196.10.215.0,24
afrinic,GH,196.11.90.0,24
afrinic,GH,196.11.206.0,23
afrinic,GH,196.13.123.0,24
afrinic,GH,196.13.174.0,23
afrinic,GH,196.13.252.0,24
afrinic,GH,196.29.224.0,20
afrinic,GH,196.40.144.0,20
afrinic,GH,196.43.194.0,24
afrinic,GH,196.43.196.0,24
afrinic,GH,196.43.206.0,23
afrinic,GH,196.43.225.0,24
afrinic,GH,196.43.242.0,24
afrinic,GH,196.46.80.0,20
afrinic,GH,196.49.14.0,24
afrinic,GH,196.201.2.0,24
afrinic,GH,196.201.4.0,23
afrinic,GH,196.216.180.0,22
afrinic,GH,196.216.188.0,22
afrinic,GH,196.216.228.0,23
afrinic,GM,196.49.1.0,24
afrinic,GM,196.223.34.0,24
afrinic,GN,196.41.90.0,24
afrinic,GN,196.49.40.0,24
afrinic,GN,196.49.64.0,24
afrinic,GN,196.60.38.0,24
afrinic,GN,196.60.61.0,24
afrinic,KE,80.88.4.0,23
afrinic,KE,102.22.108.0,22
afrinic,KE,102.68.20.0,24
afrinic,KE,102.68.21.0,24
afrinic,KE,102.68.142.0,24
afrinic,KE,102.69.239.0,24
afrinic,KE,102.130.102.0,24
afrinic,KE,102.134.129.0,24
afrinic,KE,102.213.242.0,24
afrinic,KE,102.214.140.0,23
afrinic,KE,102.219.23.0,24
afrinic,KE,102.219.192.0,23
afrinic,KE,102.220.119.0,24
afrinic,KE,102.220.221.0,24
afrinic,KE,102.221.73.0,24
afrinic,KE,102.221.98.0,23
afrinic,KE,154.115.160.0,19
afrinic,KE,156.0.232.0,23
afrinic,KE,160.119.216.0,22
afrinic,KE,160.119.244.0,23
afrinic,KE,193.109.66.0,23
afrinic,KE,194.9.64.0,23
afrinic,KE,194.9.82.0,23
afrinic,KE,196.1.4.0,24
afrinic,KE,196.1.116.0,23
afrinic,KE,196.1.131.0,24
afrinic,KE,196.1.132.0,24
afrinic,KE,196.3.58.0,23
afrinic,KE,196.6.202.0,23
afrinic,KE,196.6.215.0,24
afrinic,KE,196.6.220.0,24
afrinic,KE,196.6.229.0,24
afrinic,KE,196.11.88.0,23
afrinic,KE,196.11.190.0,23
afrinic,KE,196.13.121.0,24
afrinic,KE,196.13.136.0,23
afrinic,KE,196.13.173.0,24
afrinic,KE,196.13.202.0,24
afrinic,KE,196.13.209.0,24
afrinic,KE,196.13.255.0,24
afrinic,KE,196.22.131.0,24
afrinic,KE,196.28.11.0,24
afrinic,KE,196.32.226.0,23
afrinic,KE,196.41.68.0,24
afrinic,KE,196.41.87.0,24
afrinic,KE,196.41.89.0,24
afrinic,KE,196.43.192.0,24
afrinic,KE,196.43.202.0,24
afrinic,KE,196.43.205.0,24
afrinic,KE,196.43.211.0,24
afrinic,KE,196.43.212.0,24
afrinic,KE,196.43.220.0,24
afrinic,KE,196.43.228.0,24
afrinic,KE,196.43.239.0,24
afrinic,KE,196.43.246.0,24
afrinic,KE,196.43.248.0,24
afrinic,KE,196.46.16.0,24
afrinic,KE,196.49.22.0,24
afrinic,KE,196.60.2.0,24
afrinic,KE,196.60.12.0,24
afrinic,KE,196.60.14.0,24
afrinic,KE,196.60.36.0,24
afrinic,KE,196.60.66.0,24
afrinic,KE,196.60.68.0,24
afrinic,KE,196.60.80.0,24
afrinic,KE,196.60.114.0,24
afrinic,KE,196.192.124.0,24
afrinic,KE,196.216.222.0,23
afrinic,KE,196.216.242.0,23
afrinic,KE,196.216.245.0,24
afrinic,KE,196.223.21.0,24
afrinic,KE,196.223.253.0,24
afrinic,KE,196.223.254.0,23
afrinic,LR,102.22.224.0,21
afrinic,LR,196.49.16.0,24
afrinic,LR,196.223.44.0,24
afrinic,LS,64.57.112.0,20
afrinic,LS,196.4.255.0,24
afrinic,LS,196.11.175.0,24
afrinic,LS,196.43.249.0,24
afrinic,LS,196.223.24.0,24
afrinic,LY,196.60.90.0,24
afrinic,LY,196.60.110.0,24
afrinic,MA,102.64.4.0,23
afrinic,MA,102.165.189.0,24
afrinic,MA,102.216.118.0,24
afrinic,MA,102.218.131.0,24
afrinic,MA,192.12.117.0,24
afrinic,MA,193.194.32.0,19
afrinic,MA,196.11.103.0,24
afrinic,MA,196.13.108.0,24
afrinic,MA,196.43.236.0,24
afrinic,MA,196.60.74.0,24
afrinic,MG,102.216.23.0,24
afrinic,MG,196.43.214.0,24
afrinic,MG,196.49.13.0,24
afrinic,MG,196.223.41.0,24
afrinic,ML,169.239.100.0,22
afrinic,ML,196.10.216.0,21
afrinic,ML,196.32.112.0,20
afrinic,ML,196.49.48.0,24
afrinic,ML,196.60.46.0,24
afrinic,MR,196.49.18.0,24
afrinic,MR,196.223.45.0,24
afrinic,MU,45.221.0.0,22
afrinic,MU,45.221.16.0,22
afrinic,MU,102.69.148.0,24
afrinic,MU,102.215.96.0,24
afrinic,MU,102.218.128.0,24
afrinic,MU,102.218.130.0,24
afrinic,MU,102.219.22.0,24
afrinic,MU,102.220.125.0,24
afrinic,MU,160.0.0.0,17
afrinic,MU,196.1.0.0,24
afrinic,MU,196.1.7.0,24
afrinic,MU,196.3.109.0,24
afrinic,MU,196.13.125.0,24
afrinic,MU,196.49.9.0,24
afrinic,MU,196.49.94.0,24
afrinic,MU,196.50.2.0,24
afrinic,MU,196.60.108.0,24
afrinic,MU,196.192.112.0,23
afrinic,MU,196.192.114.0,23
afrinic,MU,196.192.140.0,22
afrinic,MU,196.216.213.0,24
afrinic,MU,196.223.0.0,24
afrinic,MU,196.250.252.0,22
afrinic,MU,196.251.252.0,22
afrinic,MW,45.221.25.0,24
afrinic,MW,102.36.145.0,24
afrinic,MW,102.130.101.0,24
afrinic,MW,102.176.250.0,24
afrinic,MW,102.213.28.0,22
afrinic,MW,102.220.250.0,24
afrinic,MW,102.223.95.0,24
afrinic,MW,196.32.208.0,21
afrinic,MW,196.49.72.0,24
afrinic,MW,196.223.27.0,24
afrinic,MZ,102.36.146.0,24
afrinic,MZ,102.176.248.0,23
afrinic,MZ,160.19.190.0,23
afrinic,MZ,196.3.96.0,21
afrinic,MZ,196.10.148.0,24
afrinic,MZ,196.11.135.0,24
afrinic,MZ,196.13.101.0,24
afrinic,MZ,196.43.234.0,24
afrinic,MZ,196.43.241.0,24
afrinic,MZ,196.49.34.0,24
afrinic,MZ,196.223.33.0,24
afrinic,NA,196.3.94.0,24
afrinic,NA,196.12.10.0,24
afrinic,NA,196.46.28.0,24
afrinic,NA,196.49.2.0,24
afrinic,NA,196.216.164.0,22
afrinic,NA,196.216.207.0,24
afrinic,NA,196.223.18.0,24
afrinic,NA,196.223.35.0,24
afrinic,NA,204.152.14.0,23
afrinic,NG,80.88.7.0,24
afrinic,NG,80.88.8.0,24
afrinic,NG,80.88.10.0,24
afrinic,NG,102.64.6.0,24
afrinic,NG,102.64.7.0,24
afrinic,NG,102.64.48.0,21
afrinic,NG,102.67.32.0,20
afrinic,NG,102.68.70.0,24
afrinic,NG,102.68.104.0,22
afrinic,NG,102.68.126.0,24
afrinic,NG,102.128.192.0,18
afrinic,NG,102.130.103.0,24
afrinic,NG,102.131.64.0,18
afrinic,NG,102.131.128.0,17
afrinic,NG,102.141.233.0,24
afrinic,NG,102.141.234.0,24
afrinic,NG,102.215.80.0,22
afrinic,NG,102.215.222.0,23
afrinic,NG,102.216.21.0,24
afrinic,NG,102.216.128.0,23
afrinic,NG,102.217.255.0,24
afrinic,NG,102.219.82.0,24
afrinic,NG,102.219.96.0,22
afrinic,NG,102.219.194.0,23
afrinic,NG,102.220.130.0,23
afrinic,NG,102.220.220.0,24
afrinic,NG,102.221.114.0,23
afrinic,NG,102.221.160.0,22
afrinic,NG,102.222.72.0,24
afrinic,NG,102.223.101.0,24
afrinic,NG,102.223.255.0,24
afrinic,NG,156.0.255.0,24
afrinic,NG,160.119.246.0,23
afrinic,NG,164.160.192.0,21
afrinic,NG,165.73.192.0,19
afrinic,NG,192.145.184.0,23
afrinic,NG,193.189.0.0,18
afrinic,NG,196.1.133.0,24
afrinic,NG,196.6.103.0,24
afrinic,NG,196.6.188.0,22
afrinic,NG,196.6.204.0,22
afrinic,NG,196.6.216.0,23
afrinic,NG,196.6.228.0,24
afrinic,NG,196.10.231.0,24
afrinic,NG,196.11.104.0,24
afrinic,NG,196.11.184.0,22
afrinic,NG,196.11.231.0,24
afrinic,NG,196.13.0.0,24
afrinic,NG,196.13.103.0,24
afrinic,NG,196.13.111.0,24
afrinic,NG,196.13.112.0,24
afrinic,NG,196.13.161.0,24
afrinic,NG,196.13.242.0,24
afrinic,NG,196.13.245.0,24
afrinic,NG,196.22.6.0,24
afrinic,NG,196.27.128.0,17
afrinic,NG,196.28.10.0,24
afrinic,NG,196.29.44.0,22
afrinic,NG,196.32.224.0,23
afrinic,NG,196.40.160.0,20
afrinic,NG,196.40.192.0,18
afrinic,NG,196.41.80.0,24
afrinic,NG,196.41.84.0,24
afrinic,NG,196.41.94.0,24
afrinic,NG,196.43.215.0,24
afrinic,NG,196.43.232.0,24
afrinic,NG,196.43.235.0,24
afrinic,NG,196.43.251.0,24
afrinic,NG,196.45.48.0,20
afrinic,NG,196.46.20.0,24
afrinic,NG,196.46.27.0,24
afrinic,NG,196.46.144.0,22
afrinic,NG,196.47.96.0,19
afrinic,NG,196.49.26.0,24
afrinic,NG,196.49.28.0,24
afrinic,NG,196.49.30.0,24
afrinic,NG,196.49.32.0,24
afrinic,NG,196.49.62.0,24
afrinic,NG,196.49.90.0,24
afrinic,NG,196.60.58.0,24
afrinic,NG,196.60.104.0,24
afrinic,NG,196.192.144.0,20
afrinic,NG,196.216.4.0,22
afrinic,NG,196.216.144.0,22
afrinic,NG,196.216.148.0,22
afrinic,NG,196.216.200.0,22
afrinic,NG,196.216.208.0,22
afrinic,NG,196.216.251.0,24
afrinic,NG,196.216.253.0,24
afrinic,NG,196.216.255.0,24
afrinic,NG,196.220.64.0,19
afrinic,NG,196.220.128.0,19
afrinic,NG,196.220.192.0,20
afrinic,NG,196.220.224.0,20
afrinic,NG,196.220.240.0,20
afrinic,NG,196.222.0.0,16
afrinic,NG,196.223.112.0,20
afrinic,NG,204.8.206.0,24
afrinic,NG,204.8.207.0,24
afrinic,NG,213.255.128.0,19
afrinic,RW,102.130.32.0,21
afrinic,RW,102.213.212.0,23
afrinic,RW,102.214.220.0,23
afrinic,RW,102.217.92.0,22
afrinic,RW,102.218.176.0,22
afrinic,RW,102.219.173.0,24
afrinic,RW,156.38.8.0,21
afrinic,RW,196.49.7.0,24
afrinic,RW,196.223.12.0,24
afrinic,SC,168.80.0.0,15
afrinic,SC,196.13.208.0,24
afrinic,SC,196.16.0.0,14
afrinic,SC,196.49.11.0,24
afrinic,SC,196.223.43.0,24
afrinic,SD,102.130.248.0,21
afrinic,SD,102.218.99.0,24
afrinic,SD,196.49.66.0,24
afrinic,SD,196.223.20.0,24
afrinic,SL,196.43.229.0,24
afrinic,SL,196.216.220.0,23
afrinic,SL,196.223.10.0,24
afrinic,SN,102.36.136.0,22
afrinic,SN,102.36.147.0,24
afrinic,SN,102.223.68.0,22
afrinic,SN,196.1.92.0,24
afrinic,SN,196.1.93.0,24
afrinic,SN,196.1.94.0,24
afrinic,SN,196.1.95.0,24
afrinic,SN,196.1.96.0,24
afrinic,SN,196.1.97.0,24
afrinic,SN,196.1.98.0,24
afrinic,SN,196.1.99.0,24
afrinic,SN,196.1.100.0,24
afrinic,SN,196.49.42.0,24
afrinic,SN,196.60.40.0,24
afrinic,SN,196.223.252.0,24
afrinic,SO,102.68.144.0,21
afrinic,SO,196.11.62.0,24
afrinic,SO,196.49.58.0,24
afrinic,SO,196.60.54.0,24
afrinic,SS,102.64.59.0,24
afrinic,SS,196.60.88.0,24
afrinic,SS,196.60.89.0,24
afrinic,SZ,102.36.181.0,24
afrinic,SZ,196.11.124.0,24
afrinic,SZ,196.13.168.0,24
afrinic,SZ,196.28.7.0,24
afrinic,SZ,196.49.4.0,24
afrinic,SZ,196.223.37.0,24
afrinic,TD,102.218.112.0,22
afrinic,TD,196.49.92.0,24
afrinic,TD,196.60.106.0,24
afrinic,TD,196.223.42.0,24
afrinic,TG,102.176.252.0,22
afrinic,TG,196.49.44.0,24
afrinic,TG,196.60.42.0,24
afrinic,TN,102.141.204.0,22
afrinic,TN,102.164.112.0,23
afrinic,TN,102.220.118.0,24
afrinic,TN,192.68.138.0,24
afrinic,TN,196.41.95.0,24
afrinic,TN,196.216.156.0,22
afrinic,TZ,45.220.48.0,24
afrinic,TZ,102.23.218.0,23
afrinic,TZ,102.68.64.0,22
afrinic,TZ,102.68.71.0,24
afrinic,TZ,102.165.191.0,24
afrinic,TZ,102.213.55.0,24
afrinic,TZ,102.214.44.0,23
afrinic,TZ,102.214.142.0,24
afrinic,TZ,102.216.25.0,24
afrinic,TZ,102.217.211.0,24
afrinic,TZ,102.218.144.0,22
afrinic,TZ,102.219.28.0,24
afrinic,TZ,102.219.83.0,24
afrinic,TZ,102.219.172.0,24
afrinic,TZ,102.220.128.0,23
afrinic,TZ,102.221.117.0,24
afrinic,TZ,102.222.27.0,24
afrinic,TZ,102.223.0.0,24
afrinic,TZ,102.223.7.0,24
afrinic,TZ,192.231.237.0,24
afrinic,TZ,196.6.196.0,23
afrinic,TZ,196.6.227.0,24
afrinic,TZ,196.11.255.0,24
afrinic,TZ,196.13.105.0,24
afrinic,TZ,196.13.133.0,24
afrinic,TZ,196.13.186.0,24
afrinic,TZ,196.32.240.0,21
afrinic,TZ,196.41.76.0,24
afrinic,TZ,196.41.86.0,24
afrinic,TZ,196.43.221.0,24
afrinic,TZ,196.43.230.0,24
afrinic,TZ,196.49.5.0,24
afrinic,TZ,196.49.12.0,24
afrinic,TZ,196.49.20.0,24
afrinic,TZ,196.49.50.0,24
afrinic,TZ,196.49.52.0,24
afrinic,TZ,196.49.54.0,24
afrinic,TZ,196.50.20.0,24
afrinic,TZ,196.60.0.0,24
afrinic,TZ,196.60.48.0,24
afrinic,TZ,196.60.50.0,24
afrinic,TZ,196.60.52.0,24
afrinic,TZ,196.216.162.0,24
afrinic,TZ,196.216.218.0,23
afrinic,TZ,196.216.234.0,23
afrinic,TZ,196.216.247.0,24
afrinic,TZ,196.223.5.0,24
afrinic,TZ,196.223.6.0,24
afrinic,UG,80.88.2.0,24
afrinic,UG,102.68.124.0,24
afrinic,UG,102.134.144.0,21
afrinic,UG,102.164.120.0,24
afrinic,UG,102.214.190.0,24
afrinic,UG,102.215.94.0,24
afrinic,UG,102.217.209.0,24
afrinic,UG,102.220.21.0,24
afrinic,UG,102.220.200.0,22
afrinic,UG,102.222.74.0,23
afrinic,UG,102.223.248.0,24
afrinic,UG,193.108.214.0,24
afrinic,UG,193.108.252.0,22
afrinic,UG,196.10.119.0,24
afrinic,UG,196.10.138.0,23
afrinic,UG,196.10.228.0,24
afrinic,UG,196.13.122.0,24
afrinic,UG,196.43.226.0,24
afrinic,UG,196.49.15.0,24
afrinic,UG,196.49.82.0,24
afrinic,UG,196.60.82.0,24
afrinic,UG,196.216.176.0,22
afrinic,UG,196.223.25.0,24
afrinic,ZA,45.220.49.0,24
afrinic,ZA,45.221.26.0,24
afrinic,ZA,45.222.104.0,21
afrinic,ZA,80.88.0.0,23
afrinic,ZA,80.88.11.0,24
afrinic,ZA,102.23.216.0,23
afrinic,ZA,102.36.182.0,24
afrinic,ZA,102.36.192.0,24
afrinic,ZA,102.36.193.0,24
afrinic,ZA,102.64.56.0,23
afrinic,ZA,102.64.112.0,23
afrinic,ZA,102.64.114.0,23
afrinic,ZA,102.68.68.0,23
afrinic,ZA,102.68.143.0,24
afrinic,ZA,102.69.236.0,23
afrinic,ZA,102.69.238.0,24
afrinic,ZA,102.69.244.0,23
afrinic,ZA,102.130.12.0,22
afrinic,ZA,102.130.96.0,24
afrinic,ZA,102.130.97.0,24
afrinic,ZA,102.131.18.0,23
afrinic,ZA,102.134.128.0,24
afrinic,ZA,102.135.190.0,24
afrinic,ZA,102.141.232.0,24
afrinic,ZA,102.141.235.0,24
afrinic,ZA,102.164.121.0,24
afrinic,ZA,102.164.240.0,22
afrinic,ZA,102.165.180.0,22
afrinic,ZA,102.165.188.0,24
afrinic,ZA,102.176.251.0,24
afrinic,ZA,102.212.184.0,22
afrinic,ZA,102.213.140.0,23
afrinic,ZA,102.213.236.0,22
afrinic,ZA,102.214.12.0,24
afrinic,ZA,102.214.89.0,24
afrinic,ZA,102.215.48.0,23
afrinic,ZA,102.215.50.0,23
afrinic,ZA,102.215.98.0,24
afrinic,ZA,102.216.20.0,24
afrinic,ZA,102.216.36.0,23
afrinic,ZA,102.216.131.0,24
afrinic,ZA,102.216.133.0,24
afrinic,ZA,102.218.18.0,23
afrinic,ZA,102.219.21.0,24
afrinic,ZA,102.219.48.0,22
afrinic,ZA,102.219.138.0,24
afrinic,ZA,102.219.224.0,23
afrinic,ZA,102.220.102.0,23
afrinic,ZA,102.220.126.0,24
afrinic,ZA,102.220.248.0,24
afrinic,ZA,102.221.72.0,24
afrinic,ZA,102.221.74.0,24
afrinic,ZA,102.221.180.0,23
afrinic,ZA,102.222.66.0,23
afrinic,ZA,102.222.73.0,24
afrinic,ZA,102.222.100.0,22
afrinic,ZA,102.222.148.0,22
afrinic,ZA,102.223.4.0,24
afrinic,ZA,102.223.62.0,23
afrinic,ZA,102.223.103.0,24
afrinic,ZA,102.223.114.0,23
afrinic,ZA,102.223.251.0,24
afrinic,ZA,137.158.0.0,16
afrinic,ZA,137.214.0.0,16
afrinic,ZA,137.215.0.0,16
afrinic,ZA,139.53.0.0,16
afrinic,ZA,143.128.0.0,16
afrinic,ZA,143.160.0.0,16
afrinic,ZA,146.64.0.0,16
afrinic,ZA,146.141.0.0,16
afrinic,ZA,146.182.0.0,16
afrinic,ZA,146.230.0.0,16
afrinic,ZA,146.231.0.0,16
afrinic,ZA,146.232.0.0,16
afrinic,ZA,147.110.0.0,16
afrinic,ZA,152.106.0.0,16
afrinic,ZA,152.107.0.0,16
afrinic,ZA,152.109.0.0,16
afrinic,ZA,152.110.0.0,16
afrinic,ZA,152.111.0.0,16
afrinic,ZA,152.112.0.0,16
afrinic,ZA,155.159.0.0,16
afrinic,ZA,155.232.0.0,16
afrinic,ZA,155.233.0.0,16
afrinic,ZA,155.234.0.0,16
afrinic,ZA,155.235.0.0,16
afrinic,ZA,155.236.0.0,16
afrinic,ZA,155.237.0.0,16
afrinic,ZA,155.238.0.0,16
afrinic,ZA,155.240.0.0,16
afrinic,ZA,156.0.196.0,23
afrinic,ZA,156.0.252.0,24
afrinic,ZA,156.0.253.0,24
afrinic,ZA,156.8.0.0,16
afrinic,ZA,160.19.188.0,23
afrinic,ZA,160.115.0.0,16
afrinic,ZA,160.116.0.0,16
afrinic,ZA,160.119.96.0,22
afrinic,ZA,160.121.0.0,16
afrinic,ZA,160.122.0.0,16
afrinic,ZA,160.123.0.0,16
afrinic,ZA,160.124.0.0,16
afrinic,ZA,160.226.176.0,23
afrinic,ZA,160.238.48.0,23
afrinic,ZA,163.195.0.0,16
afrinic,ZA,163.196.0.0,16
afrinic,ZA,163.197.0.0,16
afrinic,ZA,163.198.0.0,16
afrinic,ZA,163.199.0.0,16
afrinic,ZA,163.200.0.0,16
afrinic,ZA,163.201.0.0,16
afrinic,ZA,163.202.0.0,16
afrinic,ZA,163.203.0.0,16
afrinic,ZA,164.88.0.0,16
afrinic,ZA,164.155.0.0,16
afrinic,ZA,164.160.60.0,22
afrinic,ZA,165.25.0.0,16
afrinic,ZA,165.180.0.0,16
afrinic,ZA,168.76.0.0,16
afrinic,ZA,168.89.0.0,16
afrinic,ZA,168.128.0.0,16
afrinic,ZA,168.142.0.0,16
afrinic,ZA,168.155.0.0,16
afrinic,ZA,168.164.0.0,16
afrinic,ZA,168.172.0.0,16
afrinic,ZA,168.206.0.0,16
afrinic,ZA,169.129.0.0,16
afrinic,ZA,169.202.0.0,16
afrinic,ZA,192.33.10.0,24
afrinic,ZA,192.42.99.0,24
afrinic,ZA,192.48.253.0,24
afrinic,ZA,192.70.200.0,24
afrinic,ZA,192.70.237.0,24
afrinic,ZA,192.82.142.0,24
afrinic,ZA,192.83.208.0,22
afrinic,ZA,192.84.244.0,24
afrinic,ZA,192.94.61.0,24
afrinic,ZA,192.94.210.0,24
afrinic,ZA,192.94.240.0,24
afrinic,ZA,192.94.241.0,24
afrinic,ZA,192.94.246.0,24
afrinic,ZA,192.96.1.0,24
