ip,prefixlength
192.40.50.0,24
192.103.4.0,24
192.101.177.0,24
192.101.0.0,24
192.100.5.0,24
192.96.145.0,24
192.96.143.0,24
192.96.135.0,24
192.31.224.0,24
192.81.122.0,24
192.77.145.0,24
192.77.0.0,24
192.76.133.0,24
192.75.239.0,24
192.58.198.0,24
192.58.137.0,24
192.58.123.0,24
192.48.230.0,24
192.109.103.0,24
192.112.68.0,24
192.107.6.0,24
192.160.34.0,24
192.195.0.0,24
192.189.78.0,24
192.188.223.0,24
192.188.120.0,24
192.187.138.0,24
192.31.47.0,24
192.31.103.0,24
192.124.255.0,24
192.43.161.0,24
192.150.116.0,24
192.131.233.0,24
192.147.148.0,24
192.154.59.0,24
192.148.106.0,24
192.152.213.0,24
192.154.80.0,24
192.150.73.0,24
198.8.96.0,19
198.186.32.0,19
198.52.32.0,21
198.32.0.0,21
198.153.184.0,22
198.182.216.0,22
198.161.132.0,22
198.169.172.0,23
198.168.40.0,23
198.97.241.0,23
198.199.219.0,23
198.101.26.0,23
198.135.168.0,24
198.133.160.0,24
198.140.216.0,24
198.140.211.0,24
198.147.147.0,24
198.148.165.0,24
198.252.222.0,24
198.180.255.0,24
198.136.158.0,24
198.199.228.0,24
198.23.26.0,24
198.49.80.0,24
198.190.197.0,24
198.22.224.0,24
198.61.7.0,24
198.97.255.0,24
198.135.233.0,24
198.135.241.0,24
198.97.248.0,24
198.97.102.0,24
198.51.158.0,24
198.190.13.0,24
198.97.77.0,24
198.73.218.0,24
198.73.176.0,24
199.241.36.0,19
199.30.4.0,20
199.85.8.0,21
199.116.200.0,21
199.189.152.0,21
199.127.152.0,21
199.101.64.0,21
199.189.248.0,21
199.119.136.0,21
199.241.120.0,21
199.30.88.0,21
199.15.208.0,22
199.26.150.0,22
199.250.60.0,22
199.5.138.0,22
199.96.68.0,22
199.91.104.0,22
199.233.220.0,22
199.33.230.0,22
199.223.116.0,22
199.38.251.0,22
199.48.148.0,22
199.192.176.0,22
199.204.8.0,22
199.168.192.0,22
199.175.160.0,22
199.58.92.0,22
199.204.96.0,22
199.66.108.0,22
199.188.196.0,22
199.121.254.0,23
199.123.14.0,23
199.123.30.0,23
199.124.6.0,23
199.124.26.0,23
199.168.26.0,23
199.185.116.0,23
199.241.32.0,23
199.180.26.0,23
199.201.236.0,23
199.168.42.0,23
199.166.18.0,23
199.166.244.0,23
199.168.10.0,23
199.124.58.0,23
199.127.42.0,23
199.120.58.0,23
199.34.114.0,23
199.43.114.0,23
199.38.248.0,23
199.38.158.0,23
199.38.26.0,23
199.36.26.0,23
199.36.10.0,23
199.119.26.0,23
199.33.26.0,23
199.30.46.0,23
199.27.30.0,23
199.27.6.0,23
199.26.242.0,23
199.26.220.0,23
199.26.66.0,23
199.26.54.0,23
199.19.58.0,23
199.15.90.0,23
199.15.74.0,23
199.15.26.0,23
199.10.254.0,23
199.10.202.0,23
199.10.26.0,23
199.10.14.0,23
199.43.196.0,23
199.48.14.0,23
199.9.58.0,23
199.103.26.0,23
199.115.54.0,23
199.101.42.0,23
199.115.26.0,23
199.114.202.0,23
199.68.54.0,23
199.68.26.0,23
199.114.14.0,23
199.116.6.0,23
199.58.14.0,23
199.68.6.0,23
199.66.30.0,23
199.103.100.0,23
199.59.42.0,23
199.59.6.0,23
199.68.14.0,23
199.127.31.0,24
199.74.235.0,24
199.5.27.0,24
199.7.70.0,24
199.79.241.0,24
199.26.176.0,24
199.165.255.0,24
199.164.174.0,24
199.248.239.0,24
199.248.220.0,24
199.246.88.0,24
199.245.97.0,24
199.6.15.0,24
199.33.78.0,24
199.233.83.0,24
199.60.100.0,24
199.175.5.0,24
199.201.221.0,24
199.181.182.0,24
199.47.38.0,24
200.5.0.0,23
203.33.152.0,23
204.235.240.0,20
204.62.120.0,21
204.48.112.0,21
204.14.32.0,22
204.13.160.0,22
204.10.132.0,22
204.209.52.0,22
204.77.128.0,22
204.86.130.0,23
204.115.102.0,23
204.136.10.0,23
204.29.60.0,23
204.126.254.0,23
204.62.10.0,23
204.187.11.0,24
204.153.39.0,24
204.137.12.0,24
204.115.117.0,24
204.75.11.0,24
204.62.159.0,24
205.234.120.0,21
205.142.128.0,22
205.153.228.0,22
205.167.198.0,23
205.233.126.0,23
205.166.162.0,24
205.236.234.0,24
205.236.168.0,24
205.210.234.0,24
205.210.70.0,24
205.207.133.0,24
205.207.66.0,24
205.196.77.0,24
206.168.128.0,19
206.168.190.0,19
206.223.224.0,19
206.183.128.0,19
206.251.48.0,20
206.168.232.0,20
206.168.48.0,20
206.168.80.0,20
206.168.173.0,20
206.168.154.0,20
206.72.216.0,21
206.168.250.0,21
206.220.84.0,22
206.81.106.0,22
206.124.44.0,22
206.225.132.0,22
206.55.164.0,22
206.166.201.0,24
206.130.0.0,24
206.168.221.0,24
206.80.233.0,24
206.80.236.0,24
206.197.184.0,24
207.174.24.0,18
207.189.0.0,19
207.228.192.0,19
207.174.9.0,20
207.174.78.0,20
207.174.0.0,21
207.89.16.0,21
207.174.118.0,21
207.174.99.0,21
207.174.152.0,22
207.174.131.0,22
207.174.74.0,23
207.174.115.0,23
207.189.164.0,24
207.89.50.0,24
207.174.22.0,24
207.174.112.0,24
207.229.80.0,24
207.174.200.0,24
208.84.96.0,21
208.93.136.0,21
208.84.80.0,21
208.64.216.0,21
208.69.72.0,21
208.76.216.0,22
208.73.212.0,22
208.68.180.0,22
208.94.140.0,22
208.94.56.0,22
208.77.164.0,22
208.78.228.0,22
208.64.108.0,22
208.79.16.0,22
208.93.0.0,22
208.92.236.0,22
208.90.228.0,22
208.87.20.0,22
208.87.4.0,22
208.80.104.0,22
208.93.120.0,22
208.83.52.0,22
208.87.164.0,23
208.83.37.0,24
209.161.96.0,19
209.135.160.0,19
209.209.224.0,19
209.151.96.0,19
209.205.224.0,20
209.51.48.0,20
209.251.249.0,24
213.159.14.0,23
216.211.192.0,18
216.238.32.0,19
216.235.208.0,20
216.230.176.0,20
216.176.208.0,20
216.38.224.0,20
216.9.224.0,20
216.238.192.0,20
216.162.40.0,21
216.151.170.0,22
216.234.128.0,22
216.234.134.0,22
216.234.140.0,22
216.21.4.0,22
216.170.108.0,23
216.151.175.0,24
216.151.166.0,24
216.151.161.0,24
216.99.219.0,24
216.71.121.0,24
216.169.147.0,24
