ip,prefixlength
195.177.254.0,23
195.182.16.0,24
195.182.33.0,24
195.189.156.0,23
195.200.68.0,23
195.226.219.0,24
195.234.154.0,24
195.245.198.0,24
212.102.123.0,24
217.18.80.0,20
217.20.252.0,22
217.197.96.0,20
