region,country,version,ip,prefixlength,orgsflat
ripencc,GB,ipv4,192.67.47.0,24,*
ripencc,GB,ipv4,192.67.50.0,24,*
ripencc,GB,ipv4,192.67.52.0,24,*
ripencc,GB,ipv4,192.67.87.0,24,*
ripencc,GB,ipv4,192.67.94.0,24,*
ripencc,GB,ipv4,192.67.100.0,24,*
ripencc,GB,ipv4,192.67.101.0,24,*
ripencc,GB,ipv4,192.67.102.0,24,*
ripencc,GB,ipv4,192.67.103.0,24,*
ripencc,GB,ipv4,192.67.104.0,24,*
ripencc,GB,ipv4,192.67.135.0,24,*
ripencc,GB,ipv4,192.68.23.0,24,*
ripencc,GB,ipv4,192.68.153.0,24,*
ripencc,GB,ipv4,192.68.170.0,24,*
ripencc,GB,ipv4,192.68.174.0,24,*
ripencc,GB,ipv4,192.70.242.0,24,*
ripencc,GB,ipv4,192.73.19.0,24,*
ripencc,GB,ipv4,192.73.20.0,24,*
ripencc,GB,ipv4,192.73.229.0,24,*
ripencc,GB,ipv4,192.76.6.0,20,*
ripencc,GB,ipv4,192.76.23.0,24,*
ripencc,GB,ipv4,192.76.24.0,20,*
ripencc,GB,ipv4,192.77.132.0,21,*
ripencc,GB,ipv4,192.80.46.0,24,*
ripencc,GB,ipv4,192.81.61.0,23,*
ripencc,GB,ipv4,192.81.234.0,24,*
ripencc,GB,ipv4,192.82.121.0,24,*
ripencc,GB,ipv4,192.82.153.0,24,*
ripencc,GB,ipv4,192.83.102.0,24,*
ripencc,GB,ipv4,192.83.200.0,24,*
ripencc,GB,ipv4,192.83.202.0,24,*
ripencc,GB,ipv4,192.84.5.0,24,*
ripencc,GB,ipv4,192.84.75.0,24,*
ripencc,GB,ipv4,192.84.76.0,24,*
ripencc,GB,ipv4,192.84.77.0,24,*
ripencc,GB,ipv4,192.84.78.0,24,*
ripencc,GB,ipv4,192.84.79.0,24,*
ripencc,GB,ipv4,192.84.80.0,24,*
ripencc,GB,ipv4,192.84.81.0,24,*
ripencc,GB,ipv4,192.84.82.0,24,*
ripencc,GB,ipv4,192.84.83.0,24,*
ripencc,GB,ipv4,192.84.84.0,24,*
ripencc,GB,ipv4,192.84.173.0,24,*
ripencc,GB,ipv4,192.84.212.0,24,*
ripencc,GB,ipv4,192.86.18.0,24,*
ripencc,GB,ipv4,192.86.27.0,24,*
ripencc,GB,ipv4,192.86.127.0,24,*
ripencc,GB,ipv4,192.86.134.0,24,*
ripencc,GB,ipv4,192.86.137.0,24,*
ripencc,GB,ipv4,192.86.169.0,24,*
ripencc,GB,ipv4,192.88.9.0,23,*
ripencc,GB,ipv4,192.88.83.0,24,*
ripencc,GB,ipv4,192.88.84.0,24,*
ripencc,GB,ipv4,192.88.118.0,24,*
ripencc,GB,ipv4,192.88.128.0,24,*
ripencc,GB,ipv4,192.88.130.0,24,*
ripencc,GB,ipv4,192.88.133.0,24,*
ripencc,GB,ipv4,192.88.238.0,24,*
ripencc,GB,ipv4,192.91.191.0,24,*
ripencc,GB,ipv4,192.91.199.0,24,*
ripencc,GB,ipv4,192.91.201.0,24,*
ripencc,GB,ipv4,192.91.211.0,24,*
ripencc,GB,ipv4,192.92.109.0,24,*
ripencc,GB,ipv4,192.94.58.0,24,[24670;GB;COHTECH01-AS Coherent Technology Solutions Limited]
ripencc,GB,ipv4,192.94.111.0,21,*
ripencc,GB,ipv4,192.94.172.0,24,*
ripencc,GB,ipv4,192.94.235.0,24,*
ripencc,GB,ipv4,192.100.52.0,24,*
ripencc,GB,ipv4,192.100.61.0,24,*
ripencc,GB,ipv4,192.100.78.0,24,*
ripencc,GB,ipv4,192.100.99.0,24,*
ripencc,GB,ipv4,192.100.102.0,19,[35106;GB;MICROSOFT-LIVE-MEETING Microsoft Limited]
ripencc,GB,ipv4,192.100.135.0,21,*
ripencc,GB,ipv4,192.100.144.0,24,*
ripencc,GB,ipv4,192.100.154.0,24,[198723;GB;UNI-READING University of Reading]
ripencc,GB,ipv4,192.101.11.0,24,*
ripencc,GB,ipv4,192.101.34.0,24,*
ripencc,GB,ipv4,192.101.137.0,24,*
ripencc,GB,ipv4,192.102.8.0,24,*
ripencc,GB,ipv4,192.102.214.0,24,*
ripencc,GB,ipv4,192.102.227.0,24,*
ripencc,GB,ipv4,192.102.228.0,24,*
ripencc,GB,ipv4,192.103.28.0,20,*
ripencc,GB,ipv4,192.103.137.0,22,*
ripencc,GB,ipv4,192.104.28.0,24,*
ripencc,GB,ipv4,192.104.29.0,24,*
ripencc,GB,ipv4,192.104.53.0,24,*
ripencc,GB,ipv4,192.104.82.0,24,*
ripencc,GB,ipv4,192.104.238.0,24,*
ripencc,GB,ipv4,192.107.2.0,24,*
ripencc,GB,ipv4,192.107.4.0,24,*
ripencc,GB,ipv4,192.107.5.0,24,*
ripencc,GB,ipv4,192.107.11.0,22,*
ripencc,GB,ipv4,192.107.126.0,22,*
ripencc,GB,ipv4,192.107.168.0,24,*
ripencc,GB,ipv4,192.107.174.0,24,*
ripencc,GB,ipv4,192.107.178.0,24,*
ripencc,GB,ipv4,192.108.120.0,24,*
ripencc,GB,ipv4,192.111.88.0,24,*
ripencc,GB,ipv4,192.111.100.0,24,[42513;GB;NATILIK-AS Natilik Ltd]
ripencc,GB,ipv4,192.112.49.0,24,*
ripencc,GB,ipv4,192.112.98.0,24,*
ripencc,GB,ipv4,192.112.100.0,24,*
ripencc,GB,ipv4,192.122.1.0,17,*
ripencc,GB,ipv4,192.122.141.0,21,*
ripencc,GB,ipv4,192.122.151.0,20,*
ripencc,GB,ipv4,192.122.214.0,24,*
ripencc,GB,ipv4,192.122.217.0,20,[212556;GB;BT-ESC British Telecommunications PLC][204047;GB;BT-PSN-DNSP-AS British Telecommunications PLC][57688;GB;BT-PSN-AS British Telecommunications PLC][49182;GB;BTEngageIT British Telecommunications PLC][25127;GB;BTOW British Telecommunications PLC][25041;GB;AWS-DX British Telecommunications PLC][6871;GB;Plusnet British Telecommunications PLC][6685;GB;BTRADIANZFRANKFURT British Telecommunications PLC][2856;GB;BT-UK-AS British Telecommunications PLC][2855;GB;BTRADIANZPARIS British Telecommunications PLC]
ripencc,GB,ipv4,192.124.46.0,24,*
ripencc,GB,ipv4,192.124.192.0,21,*
ripencc,GB,ipv4,192.124.200.0,24,*
ripencc,GB,ipv4,192.124.201.0,24,*
ripencc,GB,ipv4,192.124.202.0,24,*
ripencc,GB,ipv4,192.124.203.0,24,*
ripencc,GB,ipv4,192.124.204.0,24,*
ripencc,GB,ipv4,192.124.206.0,23,*
ripencc,GB,ipv4,192.131.79.0,24,*
ripencc,GB,ipv4,192.131.89.0,24,*
ripencc,GB,ipv4,192.131.108.0,24,*
ripencc,GB,ipv4,192.132.9.0,24,*
ripencc,GB,ipv4,192.132.99.0,24,*
ripencc,GB,ipv4,192.132.239.0,24,*
ripencc,GB,ipv4,192.133.58.0,24,*
ripencc,GB,ipv4,192.133.131.0,24,*
ripencc,GB,ipv4,192.133.244.0,24,[198723;GB;UNI-READING University of Reading]
ripencc,GB,ipv4,192.135.52.0,24,*
ripencc,GB,ipv4,192.135.53.0,24,*
ripencc,GB,ipv4,192.135.66.0,24,*
ripencc,GB,ipv4,192.135.68.0,24,*
ripencc,GB,ipv4,192.135.231.0,22,*
ripencc,GB,ipv4,192.136.18.0,24,*
ripencc,GB,ipv4,192.136.29.0,24,[201101;GB;NATSEN-NC NATS (En Route) Ltd]
ripencc,GB,ipv4,192.136.40.0,24,*
ripencc,GB,ipv4,192.136.154.0,24,*
ripencc,GB,ipv4,192.136.155.0,24,*
ripencc,GB,ipv4,192.138.1.0,21,*
ripencc,GB,ipv4,192.138.156.0,22,*
ripencc,GB,ipv4,192.138.185.0,24,*
ripencc,GB,ipv4,192.138.192.0,24,*
ripencc,GB,ipv4,192.138.229.0,24,*
ripencc,GB,ipv4,192.138.248.0,24,*
ripencc,GB,ipv4,192.146.123.0,24,*
ripencc,GB,ipv4,192.146.136.0,24,*
ripencc,GB,ipv4,192.146.137.0,24,[57672;GB;DJA-ASN Daniel James Austin]
ripencc,GB,ipv4,192.146.228.0,24,*
ripencc,GB,ipv4,192.147.23.0,24,*
ripencc,GB,ipv4,192.147.36.0,24,*
ripencc,GB,ipv4,192.147.150.0,24,*
ripencc,GB,ipv4,192.147.212.0,24,*
ripencc,GB,ipv4,192.147.217.0,24,*
ripencc,GB,ipv4,192.147.219.0,24,*
ripencc,GB,ipv4,192.147.228.0,24,*
ripencc,GB,ipv4,192.148.177.0,24,*
ripencc,GB,ipv4,192.148.178.0,24,*
ripencc,GB,ipv4,192.148.179.0,24,*
ripencc,GB,ipv4,192.148.180.0,24,*
ripencc,GB,ipv4,192.148.181.0,24,*
ripencc,GB,ipv4,192.148.182.0,24,*
ripencc,GB,ipv4,192.148.183.0,24,*
ripencc,GB,ipv4,192.148.184.0,24,*
ripencc,GB,ipv4,192.148.185.0,24,*
ripencc,GB,ipv4,192.148.186.0,24,*
ripencc,GB,ipv4,192.148.194.0,24,*
ripencc,GB,ipv4,192.148.198.0,24,*
ripencc,GB,ipv4,192.148.199.0,24,*
ripencc,GB,ipv4,192.148.216.0,24,*
ripencc,GB,ipv4,192.149.15.0,24,*
ripencc,GB,ipv4,192.149.57.0,24,*
ripencc,GB,ipv4,192.149.60.0,24,*
ripencc,GB,ipv4,192.149.98.0,24,*
ripencc,GB,ipv4,192.149.111.0,24,*
ripencc,GB,ipv4,192.149.117.0,24,*
ripencc,GB,ipv4,192.149.119.0,24,*
ripencc,GB,ipv4,192.149.120.0,24,*
ripencc,GB,ipv4,192.149.121.0,24,*
ripencc,GB,ipv4,192.149.238.0,24,*
ripencc,GB,ipv4,192.150.89.0,24,*
ripencc,GB,ipv4,192.150.92.0,24,*
ripencc,GB,ipv4,192.150.106.0,24,*
ripencc,GB,ipv4,192.150.140.0,24,*
ripencc,GB,ipv4,192.150.177.0,24,*
ripencc,GB,ipv4,192.150.178.0,24,*
ripencc,GB,ipv4,192.150.179.0,24,*
ripencc,GB,ipv4,192.150.180.0,24,*
ripencc,GB,ipv4,192.150.181.0,24,*
ripencc,GB,ipv4,192.150.182.0,24,*
ripencc,GB,ipv4,192.150.183.0,24,*
ripencc,GB,ipv4,192.150.184.0,24,*
ripencc,GB,ipv4,192.150.198.0,24,*
ripencc,GB,ipv4,192.150.204.0,24,*
ripencc,GB,ipv4,192.150.208.0,24,*
ripencc,GB,ipv4,192.150.227.0,24,*
ripencc,GB,ipv4,192.150.228.0,24,*
ripencc,GB,ipv4,192.150.229.0,24,*
ripencc,GB,ipv4,192.150.230.0,24,*
ripencc,GB,ipv4,192.150.231.0,24,*
ripencc,GB,ipv4,192.150.232.0,24,*
ripencc,GB,ipv4,192.150.233.0,24,*
ripencc,GB,ipv4,192.150.248.0,24,*
ripencc,GB,ipv4,192.152.14.0,24,*
ripencc,GB,ipv4,192.152.17.0,24,*
ripencc,GB,ipv4,192.152.44.0,24,*
ripencc,GB,ipv4,192.152.48.0,24,*
ripencc,GB,ipv4,192.152.61.0,24,*
ripencc,GB,ipv4,192.152.62.0,24,*
ripencc,GB,ipv4,192.152.112.0,24,*
ripencc,GB,ipv4,192.152.122.0,24,*
ripencc,GB,ipv4,192.152.156.0,24,*
ripencc,GB,ipv4,192.152.184.0,24,*
ripencc,GB,ipv4,192.152.185.0,24,*
ripencc,GB,ipv4,192.152.186.0,24,*
ripencc,GB,ipv4,192.152.187.0,24,*
ripencc,GB,ipv4,192.152.241.0,24,*
ripencc,GB,ipv4,192.152.244.0,24,*
ripencc,GB,ipv4,192.152.253.0,24,*
ripencc,GB,ipv4,192.153.2.0,24,*
ripencc,GB,ipv4,192.153.3.0,24,*
ripencc,GB,ipv4,192.153.60.0,22,[50489;GB;ORIEDGE Ori Industries 1 Limited]
ripencc,GB,ipv4,192.153.153.0,24,*
ripencc,GB,ipv4,192.153.166.0,24,*
ripencc,GB,ipv4,192.153.189.0,24,*
ripencc,GB,ipv4,192.153.213.0,24,*
ripencc,GB,ipv4,192.156.162.0,24,*
ripencc,GB,ipv4,192.156.167.0,24,*
ripencc,GB,ipv4,192.156.239.0,24,*
ripencc,GB,ipv4,192.157.169.0,24,*
ripencc,GB,ipv4,192.157.170.0,24,*
ripencc,GB,ipv4,192.157.172.0,24,*
ripencc,GB,ipv4,192.157.174.0,24,*
ripencc,GB,ipv4,192.157.176.0,24,*
ripencc,GB,ipv4,192.157.187.0,24,*
ripencc,GB,ipv4,192.159.73.0,24,*
ripencc,GB,ipv4,192.160.109.0,24,*
ripencc,GB,ipv4,192.160.143.0,24,*
ripencc,GB,ipv4,192.160.177.0,24,*
ripencc,GB,ipv4,192.160.178.0,24,*
ripencc,GB,ipv4,192.160.179.0,24,*
ripencc,GB,ipv4,192.160.194.0,24,*
ripencc,GB,ipv4,192.160.195.0,24,*
ripencc,GB,ipv4,192.162.18.0,24,[31151;GB;PHG-AS PERFORMANCE HORIZON GROUP LIMITED]
ripencc,GB,ipv4,192.166.136.0,22,*
ripencc,GB,ipv4,192.171.128.0,24,*
ripencc,GB,ipv4,192.171.129.0,24,*
ripencc,GB,ipv4,192.171.130.0,24,*
ripencc,GB,ipv4,192.171.131.0,24,*
ripencc,GB,ipv4,192.171.132.0,24,*
ripencc,GB,ipv4,192.171.133.0,24,*
ripencc,GB,ipv4,192.171.134.0,24,*
ripencc,GB,ipv4,192.171.135.0,24,*
ripencc,GB,ipv4,192.171.136.0,24,*
ripencc,GB,ipv4,192.171.137.0,24,*
ripencc,GB,ipv4,192.171.138.0,24,*
ripencc,GB,ipv4,192.171.139.0,24,*
ripencc,GB,ipv4,192.171.140.0,24,*
ripencc,GB,ipv4,192.171.141.0,24,*
ripencc,GB,ipv4,192.171.142.0,24,*
ripencc,GB,ipv4,192.171.143.0,24,*
ripencc,GB,ipv4,192.171.144.0,24,*
ripencc,GB,ipv4,192.171.145.0,24,*
ripencc,GB,ipv4,192.171.146.0,24,*
ripencc,GB,ipv4,192.171.147.0,24,*
ripencc,GB,ipv4,192.171.148.0,24,*
ripencc,GB,ipv4,192.171.149.0,24,*
ripencc,GB,ipv4,192.171.150.0,24,*
ripencc,GB,ipv4,192.171.151.0,24,*
ripencc,GB,ipv4,192.171.152.0,24,*
ripencc,GB,ipv4,192.171.153.0,24,*
ripencc,GB,ipv4,192.171.154.0,24,*
ripencc,GB,ipv4,192.171.155.0,24,*
ripencc,GB,ipv4,192.171.156.0,24,*
ripencc,GB,ipv4,192.171.157.0,24,*
ripencc,GB,ipv4,192.171.158.0,24,*
ripencc,GB,ipv4,192.171.159.0,24,*
ripencc,GB,ipv4,192.171.160.0,24,*
ripencc,GB,ipv4,192.171.161.0,24,*
ripencc,GB,ipv4,192.171.162.0,24,*
ripencc,GB,ipv4,192.171.163.0,24,*
ripencc,GB,ipv4,192.171.164.0,24,*
ripencc,GB,ipv4,192.171.165.0,24,*
ripencc,GB,ipv4,192.171.166.0,24,*
ripencc,GB,ipv4,192.171.167.0,24,*
ripencc,GB,ipv4,192.171.168.0,24,*
ripencc,GB,ipv4,192.171.169.0,24,*
ripencc,GB,ipv4,192.171.170.0,24,*
ripencc,GB,ipv4,192.171.171.0,24,*
ripencc,GB,ipv4,192.171.172.0,24,*
ripencc,GB,ipv4,192.171.173.0,24,*
ripencc,GB,ipv4,192.171.174.0,24,*
ripencc,GB,ipv4,192.171.175.0,24,*
ripencc,GB,ipv4,192.171.176.0,24,*
ripencc,GB,ipv4,192.171.177.0,24,*
ripencc,GB,ipv4,192.171.178.0,24,*
ripencc,GB,ipv4,192.171.179.0,24,*
ripencc,GB,ipv4,192.171.180.0,24,*
ripencc,GB,ipv4,192.171.181.0,24,*
ripencc,GB,ipv4,192.171.182.0,24,*
ripencc,GB,ipv4,192.171.183.0,24,*
ripencc,GB,ipv4,192.171.184.0,24,*
ripencc,GB,ipv4,192.171.185.0,24,*
ripencc,GB,ipv4,192.171.186.0,24,*
ripencc,GB,ipv4,192.171.187.0,24,*
ripencc,GB,ipv4,192.171.188.0,24,*
ripencc,GB,ipv4,192.171.189.0,24,*
ripencc,GB,ipv4,192.171.190.0,24,*
ripencc,GB,ipv4,192.171.191.0,24,*
ripencc,GB,ipv4,192.171.192.0,24,*
ripencc,GB,ipv4,192.171.193.0,24,*
ripencc,GB,ipv4,192.171.194.0,24,*
ripencc,GB,ipv4,192.171.195.0,24,*
ripencc,GB,ipv4,192.171.196.0,24,*
ripencc,GB,ipv4,192.171.197.0,24,*
ripencc,GB,ipv4,192.171.198.0,24,*
ripencc,GB,ipv4,192.171.199.0,24,*
ripencc,GB,ipv4,192.173.1.0,24,*
ripencc,GB,ipv4,192.173.2.0,24,*
ripencc,GB,ipv4,192.173.3.0,24,*
ripencc,GB,ipv4,192.173.4.0,24,*
ripencc,GB,ipv4,192.173.128.0,21,*
ripencc,GB,ipv4,192.188.63.0,24,*
ripencc,GB,ipv4,192.188.64.0,24,*
ripencc,GB,ipv4,192.188.69.0,24,*
ripencc,GB,ipv4,192.188.96.0,24,*
ripencc,GB,ipv4,192.188.117.0,24,*
ripencc,GB,ipv4,192.188.122.0,24,*
ripencc,GB,ipv4,192.188.125.0,24,*
ripencc,GB,ipv4,192.188.129.0,24,*
ripencc,GB,ipv4,192.188.132.0,24,*
ripencc,GB,ipv4,192.188.145.0,24,*
ripencc,GB,ipv4,192.188.157.0,23,*
ripencc,GB,ipv4,192.189.1.0,24,*
ripencc,GB,ipv4,192.189.8.0,24,*
ripencc,GB,ipv4,192.189.9.0,24,*
ripencc,GB,ipv4,192.189.10.0,24,*
ripencc,GB,ipv4,192.189.11.0,24,*
ripencc,GB,ipv4,192.189.23.0,24,*
ripencc,GB,ipv4,192.189.41.0,24,*
ripencc,GB,ipv4,192.189.52.0,24,*
ripencc,GB,ipv4,192.189.55.0,24,*
ripencc,GB,ipv4,192.189.69.0,24,*
ripencc,GB,ipv4,192.189.119.0,24,*
ripencc,GB,ipv4,192.189.157.0,24,[215827;GB;MACARNE Macarne Limited][213756;GB;MACARNE Macarne Limited]
ripencc,GB,ipv4,192.189.160.0,24,*
ripencc,GB,ipv4,192.189.166.0,24,*
ripencc,GB,ipv4,192.189.167.0,24,*
ripencc,GB,ipv4,192.189.168.0,24,*
ripencc,GB,ipv4,192.189.169.0,24,*
ripencc,GB,ipv4,192.189.170.0,24,*
ripencc,GB,ipv4,192.189.202.0,24,*
ripencc,GB,ipv4,192.189.203.0,24,*
ripencc,GB,ipv4,192.190.44.0,24,*
ripencc,GB,ipv4,192.190.64.0,24,*
ripencc,GB,ipv4,192.190.67.0,24,*
ripencc,GB,ipv4,192.190.182.0,24,*
ripencc,GB,ipv4,192.190.183.0,24,*
ripencc,GB,ipv4,192.190.201.0,23,*
ripencc,GB,ipv4,192.190.240.0,24,*
ripencc,GB,ipv4,192.190.247.0,24,*
ripencc,GB,ipv4,192.190.248.0,24,*
ripencc,GB,ipv4,192.190.249.0,24,*
ripencc,GB,ipv4,192.195.1.0,24,*
ripencc,GB,ipv4,192.195.42.0,23,*
ripencc,GB,ipv4,192.195.105.0,24,*
ripencc,GB,ipv4,192.195.116.0,22,*
ripencc,GB,ipv4,192.195.236.0,24,*
ripencc,GB,ipv4,192.206.77.0,24,*
ripencc,GB,ipv4,192.206.78.0,24,*
ripencc,GB,ipv4,192.206.79.0,24,*
ripencc,GB,ipv4,192.206.80.0,24,*
ripencc,GB,ipv4,192.206.81.0,24,*
ripencc,GB,ipv4,192.207.141.0,24,*
ripencc,GB,ipv4,192.231.26.0,24,[56533;GB;NetCracker-AS Netcracker Technology EMEA Limited][48866;GB;NETCRACKER-EMEA-AS Netcracker Technology EMEA Limited]
ripencc,GB,ipv4,192.245.225.0,24,*
ripencc,GB,ipv4,192.247.1.0,21,*
ripencc,GB,ipv4,193.0.158.0,24,[58120;GB;FREEOLA Freeola Ltd]
ripencc,GB,ipv4,193.0.191.0,24,*
ripencc,GB,ipv4,193.0.213.0,24,*
ripencc,GB,ipv4,193.3.43.0,24,*
ripencc,GB,ipv4,193.9.0.0,24,*
ripencc,GB,ipv4,193.9.1.0,21,*
ripencc,GB,ipv4,193.9.248.0,24,*
ripencc,GB,ipv4,193.16.108.0,24,*
ripencc,GB,ipv4,193.16.145.0,24,[31392;GB;SAIC-MOTOR-UK-TECHNICAL-CENTRE-LIMITED SAIC Motor UK Technical Centre Limited]
ripencc,GB,ipv4,193.16.150.0,24,*
ripencc,GB,ipv4,193.17.12.0,24,[12613;GB;FIREBRICK-AS Firebrick Limited]
ripencc,GB,ipv4,193.17.43.0,24,*
ripencc,GB,ipv4,193.17.128.0,19,[21188;GB;UNILEVER-ES-UK Unilever PLC]
ripencc,GB,ipv4,193.17.187.0,24,*
ripencc,GB,ipv4,193.17.198.0,24,*
ripencc,GB,ipv4,193.17.210.0,24,*
ripencc,GB,ipv4,193.17.226.0,24,*
ripencc,GB,ipv4,193.19.88.0,23,[30769;GB;BERKELEY-AS The Berkeley Group plc]
ripencc,GB,ipv4,193.19.196.0,22,[21346;GB;VISTORM-AS Enterprise Services Information Security UK Limited]
ripencc,GB,ipv4,193.22.89.0,24,[34041;GB;BMA-ORG-UK British Medical Association]
ripencc,GB,ipv4,193.22.243.0,24,*
ripencc,GB,ipv4,193.22.245.0,24,*
ripencc,GB,ipv4,193.23.116.0,24,[31632;GB;OAG-AS OAG Aviation WorldWide Limited]
ripencc,GB,ipv4,193.23.124.0,24,*
ripencc,GB,ipv4,193.23.136.0,24,[48993;GB;D7-NET Department 7 Limited]
ripencc,GB,ipv4,193.24.28.0,24,[21077;GB;ISP4BAS Specialist Computer Centres Plc]
ripencc,GB,ipv4,193.25.116.0,23,[29626;GB;STAFFSCC Staffordshire County Council]
ripencc,GB,ipv4,193.25.186.0,23,[39520;GB;SD-TECHOPS-NL Satcom Direct International Ltd.]
ripencc,GB,ipv4,193.26.23.0,24,*
ripencc,GB,ipv4,193.26.222.0,24,[31708;GB;COREIX-UK-AS Coreix Ltd]
ripencc,GB,ipv4,193.27.42.0,24,*
ripencc,GB,ipv4,193.27.88.0,23,*
ripencc,GB,ipv4,193.28.45.0,24,[31048;GB;FLEXEPRINT-AS Digital Evolutions Limited]
ripencc,GB,ipv4,193.28.154.0,24,[8613;GB;AS8613 Daisy Corporate Services Trading Ltd][5519;GB;AS5519 Daisy Corporate Services Trading Ltd][5413;GB;AS5413 Daisy Corporate Services Trading Ltd]
ripencc,GB,ipv4,193.28.176.0,24,*
ripencc,GB,ipv4,193.28.201.0,24,[30909;GB;FASTVISION Fastvision Limited]
ripencc,GB,ipv4,193.28.232.0,24,*
ripencc,GB,ipv4,193.29.160.0,20,[15753;GB;BP-US-2 BP International Ltd][15752;GB;BP-US-1 BP International Ltd]
ripencc,GB,ipv4,193.29.223.0,24,[12703;GB;PULSANT-AS Pulsant (Scotland) Ltd]
ripencc,GB,ipv4,193.30.24.0,22,[21188;GB;UNILEVER-ES-UK Unilever PLC]
ripencc,GB,ipv4,193.30.41.0,24,[30931;GB;IGINDEX-PLC IG Index Ltd.]
ripencc,GB,ipv4,193.30.111.0,24,*
ripencc,GB,ipv4,193.30.232.0,22,[31003;GB;IRON-MOUNTAIN-UK-AS Iron Mountain Europe (Group) Limited]
ripencc,GB,ipv4,193.30.252.0,24,[59638;GB;WITLTD Robert Mitchelmore]
ripencc,GB,ipv4,193.32.6.0,23,*
ripencc,GB,ipv4,193.32.17.0,24,*
ripencc,GB,ipv4,193.32.18.0,24,*
ripencc,GB,ipv4,193.32.22.0,24,*
ripencc,GB,ipv4,193.32.24.0,22,[8576;GB;CW-ASPAC Vodafone Limited][5378;GB;Vodafone Limited]
ripencc,GB,ipv4,193.32.38.0,24,[43079;GB;Matchtech MATCHTECH GROUP (UK) LIMITED]
ripencc,GB,ipv4,193.32.39.0,24,*
ripencc,GB,ipv4,193.32.45.0,24,[8576;GB;CW-ASPAC Vodafone Limited][5378;GB;Vodafone Limited]
ripencc,GB,ipv4,193.32.46.0,22,[199555;GB;VM-UK-AS Virgin Money plc]
ripencc,GB,ipv4,193.32.82.0,24,*
ripencc,GB,ipv4,193.32.83.0,24,*
ripencc,GB,ipv4,193.32.88.0,22,*
ripencc,GB,ipv4,193.32.103.0,24,*
ripencc,GB,ipv4,193.32.106.0,22,[21188;GB;UNILEVER-ES-UK Unilever PLC]
ripencc,GB,ipv4,193.32.111.0,24,*
ripencc,GB,ipv4,193.32.250.0,22,[49758;GB;LLOYDSBANKING Lloyds Banking Group PLC][8435;GB;LBG_INTERNET_EDGE Lloyds Banking Group PLC]
ripencc,GB,ipv4,193.32.254.0,24,*
ripencc,GB,ipv4,193.32.255.0,24,[197282;GB;WGMAST Wood Group UK Limited][41367;GB;PSN-AS Wood Group UK Limited]
ripencc,GB,ipv4,193.33.49.0,24,*
ripencc,GB,ipv4,193.33.70.0,23,[51601;GB;IPTP IPTP LTD][43565;GB;JumboIX IPTP LTD][41095;GB;IPTP IPTP LTD][20842;GB;FORMULAPLUS-AS IPTP LTD]
ripencc,GB,ipv4,193.33.72.0,23,[50173;GB;VTESSE GTT - EMEA Ltd.][35694;GB;SIEMENS-COMMUNICATIONS-SOLUTION-1 GTT - EMEA Ltd.][20500;GB;GRIFFIN GTT - EMEA Ltd.][15565;GB;GTT - EMEA Ltd.][15482;GB;GTT - EMEA Ltd.][12852;GB;EASYNETES-AS GTT - EMEA Ltd.][12606;GB;EASYNET-NL GTT - EMEA Ltd.][12554;GB;EASYNET-BE GTT - EMEA Ltd.][8844;GB;COMMUNITY GTT - EMEA Ltd.][6727;GB;EASYNET-FRANCE GTT - EMEA Ltd.][5571;GB;NETCOM GTT - EMEA Ltd.]
ripencc,GB,ipv4,193.33.76.0,23,*
ripencc,GB,ipv4,193.33.108.0,23,*
ripencc,GB,ipv4,193.33.116.0,23,*
ripencc,GB,ipv4,193.33.146.0,23,[50972;GB;JamieOliver Jamie Oliver Ltd.]
ripencc,GB,ipv4,193.33.170.0,23,[42775;GB;DSRT-NET ADWORLDS TECHNOLOGIES LP]
ripencc,GB,ipv4,193.33.186.0,23,[52148;GB;ENIXLTD Enix Ltd]
ripencc,GB,ipv4,193.33.198.0,23,*
ripencc,GB,ipv4,193.33.248.0,23,*
ripencc,GB,ipv4,193.33.254.0,23,*
ripencc,GB,ipv4,193.34.134.0,23,[215159;GB;RokosServicesUK Rokos Services (UK) Limited]
ripencc,GB,ipv4,193.34.146.0,23,*
ripencc,GB,ipv4,193.34.148.0,23,[209363;GB;sco-webage-20190220 Engine Room Technology Ltd][198010;GB;engineroom Engine Room Technology Ltd]
ripencc,GB,ipv4,193.34.170.0,23,[41847;GB;STEALTH-NETWORKS Daniel O'Mahony]
ripencc,GB,ipv4,193.34.193.128,25,[210000;GB;DAOportNetworks DAOport Internet Infrastructure Holdings Limited]
ripencc,GB,ipv4,193.34.195.0,25,[44745;GB;FIDESSA-AS Fidessa PLC]
ripencc,GB,ipv4,193.34.199.128,26,[211272;GB;AREXICO-EXCHANGE-RS 2adventure Studios Ltd trading as Arexico][48700;GB;AREXICO 2adventure Studios Ltd trading as Arexico]
ripencc,GB,ipv4,193.34.230.0,23,[49758;GB;LLOYDSBANKING Lloyds Banking Group PLC][8435;GB;LBG_INTERNET_EDGE Lloyds Banking Group PLC]
ripencc,GB,ipv4,193.34.248.0,21,[28846;GB;ASCARLTONTV ITV Services Limited]
ripencc,GB,ipv4,193.35.8.0,21,[28846;GB;ASCARLTONTV ITV Services Limited]
ripencc,GB,ipv4,193.35.112.0,20,*
ripencc,GB,ipv4,193.35.128.0,20,[35736;GB;WUK-AS EE Limited][33898;GB;TMOBILE-AS EE Limited][12576;GB;EE EE Limited]
ripencc,GB,ipv4,193.35.144.0,24,*
ripencc,GB,ipv4,193.35.146.0,23,[43915;GB;TRUESPEED TrueSpeed Communications Limited]
